Kanton;Datum und Zeit;Anzahl SMS pro Kanton und Stunde
GL;2017-07-07T00:00:00+02:00;187
GL;2017-07-07T02:00:00+02:00;78
GL;2017-07-07T03:00:00+02:00;109
GL;2017-07-07T05:00:00+02:00;670
GL;2017-07-07T08:00:00+02:00;858
GL;2017-07-07T10:00:00+02:00;915
GL;2017-07-07T11:00:00+02:00;1069
GL;2017-07-07T12:00:00+02:00;942
GL;2017-07-07T15:00:00+02:00;1111
GL;2017-07-07T16:00:00+02:00;1015
GL;2017-07-07T17:00:00+02:00;1128
GL;2017-07-07T18:00:00+02:00;953
GL;2017-07-07T22:00:00+02:00;225
GL;2017-07-08T00:00:00+02:00;103
GL;2017-07-08T03:00:00+02:00;187
GL;2017-07-08T04:00:00+02:00;197
GL;2017-07-08T05:00:00+02:00;322
GL;2017-07-08T07:00:00+02:00;874
GL;2017-07-08T13:00:00+02:00;1000
GL;2017-07-08T18:00:00+02:00;1157
GL;2017-07-08T22:00:00+02:00;203
GL;2017-07-08T23:00:00+02:00;220
GL;2017-07-09T00:00:00+02:00;151
GL;2017-07-09T03:00:00+02:00;108
GL;2017-07-09T09:00:00+02:00;914
GL;2017-07-09T16:00:00+02:00;916
GL;2017-07-09T19:00:00+02:00;1036
GL;2017-07-09T20:00:00+02:00;799
GL;2017-07-09T22:00:00+02:00;268
GL;2017-07-10T01:00:00+02:00;60
GL;2017-07-10T07:00:00+02:00;1038
GL;2017-07-10T09:00:00+02:00;979
GL;2017-07-10T11:00:00+02:00;1022
GL;2017-07-10T12:00:00+02:00;956
GL;2017-07-10T13:00:00+02:00;1049
GL;2017-07-10T16:00:00+02:00;1185
GL;2017-07-10T22:00:00+02:00;166
GL;2017-07-10T23:00:00+02:00;108
GL;2017-07-11T03:00:00+02:00;112
GL;2017-07-11T04:00:00+02:00;312
GL;2017-07-11T05:00:00+02:00;454
GL;2017-07-11T10:00:00+02:00;1056
GL;2017-07-11T12:00:00+02:00;1016
GL;2017-07-11T17:00:00+02:00;1146
GL;2017-07-11T18:00:00+02:00;910
GL;2017-07-11T23:00:00+02:00;101
GL;2017-07-12T02:00:00+02:00;58
GL;2017-07-12T03:00:00+02:00;85
GL;2017-07-12T06:00:00+02:00;873
GL;2017-07-12T10:00:00+02:00;1052
GL;2017-07-12T13:00:00+02:00;1059
GL;2017-07-12T15:00:00+02:00;1076
GL;2017-07-12T20:00:00+02:00;767
GL;2017-07-12T23:00:00+02:00;117
GL;2017-07-13T03:00:00+02:00;121
GL;2017-07-13T07:00:00+02:00;1128
GL;2017-07-13T09:00:00+02:00;992
GL;2017-07-13T10:00:00+02:00;1027
GL;2017-07-13T15:00:00+02:00;1009
GL;2017-07-13T20:00:00+02:00;632
GL;2017-07-13T21:00:00+02:00;388
GL;2017-07-13T23:00:00+02:00;169
GL;2017-07-14T00:00:00+02:00;71
GL;2017-07-14T02:00:00+02:00;55
GL;2017-07-14T04:00:00+02:00;285
GL;2017-07-14T05:00:00+02:00;458
GL;2017-07-14T07:00:00+02:00;1088
GL;2017-07-14T10:00:00+02:00;1235
GL;2017-07-14T12:00:00+02:00;1027
GL;2017-07-14T13:00:00+02:00;1227
GL;2017-07-14T14:00:00+02:00;1113
GL;2017-07-14T21:00:00+02:00;502
GL;2017-07-14T23:00:00+02:00;211
GL;2017-07-15T00:00:00+02:00;120
GL;2017-07-15T02:00:00+02:00;132
GL;2017-07-15T04:00:00+02:00;157
GL;2017-07-15T05:00:00+02:00;292
GL;2017-07-15T06:00:00+02:00;565
GL;2017-07-15T08:00:00+02:00;958
GL;2017-07-15T14:00:00+02:00;768
GL;2017-07-16T01:00:00+02:00;104
GL;2017-07-16T02:00:00+02:00;94
GL;2017-07-16T03:00:00+02:00;61
GL;2017-07-16T07:00:00+02:00;622
GL;2017-07-16T08:00:00+02:00;911
GL;2017-07-16T10:00:00+02:00;851
GL;2017-07-16T12:00:00+02:00;783
GL;2017-07-16T13:00:00+02:00;984
GL;2017-07-16T15:00:00+02:00;896
GL;2017-07-16T20:00:00+02:00;636
GL;2017-07-16T22:00:00+02:00;272
BE;2017-07-22T14:00:00+02:00;27567
BE;2017-07-25T02:00:00+02:00;3880
BE;2017-07-27T11:00:00+02:00;34398
BE;2017-07-28T19:00:00+02:00;29624
BE;2017-07-28T21:00:00+02:00;17811
BE;2017-07-28T20:00:00+02:00;26678
BE;2017-07-27T12:00:00+02:00;33353
BE;2017-07-27T00:00:00+02:00;4466
BE;2017-07-27T04:00:00+02:00;6956
BE;2017-07-27T02:00:00+02:00;4041
BE;2017-07-24T13:00:00+02:00;33094
BE;2017-07-19T16:00:00+02:00;36585
BE;2017-07-19T21:00:00+02:00;16392
BE;2017-07-20T07:00:00+02:00;33912
BE;2017-07-23T18:00:00+02:00;28122
BE;2017-07-20T08:00:00+02:00;35934
BE;2017-07-24T04:00:00+02:00;7611
BE;2017-07-23T23:00:00+02:00;5641
BE;2017-07-24T00:00:00+02:00;4085
BE;2017-07-24T01:00:00+02:00;3819
BE;2017-07-25T05:00:00+02:00;14735
BE;2017-07-20T09:00:00+02:00;35964
BE;2017-07-20T15:00:00+02:00;35428
BE;2017-07-20T17:00:00+02:00;32000
BE;2017-07-19T11:00:00+02:00;34288
BE;2017-07-24T14:00:00+02:00;21753
BE;2017-07-24T15:00:00+02:00;34749
BE;2017-07-24T18:00:00+02:00;32289
BE;2017-07-19T12:00:00+02:00;33344
BE;2017-07-19T03:00:00+02:00;3860
BE;2017-07-27T10:00:00+02:00;35292
BE;2017-07-27T14:00:00+02:00;34316
BE;2017-07-27T18:00:00+02:00;31269
BE;2017-07-26T22:00:00+02:00;10860
BL;2017-07-06T03:00:00+02:00;1293
BE;2017-07-27T06:00:00+02:00;24607
BL;2017-07-05T22:00:00+02:00;2399
BL;2017-07-06T06:00:00+02:00;8707
BE;2017-07-13T21:00:00+02:00;18598
BE;2017-07-13T05:00:00+02:00;17575
BE;2017-07-13T07:00:00+02:00;36646
BE;2017-07-13T08:00:00+02:00;38396
BE;2017-07-13T13:00:00+02:00;34825
BE;2017-07-13T15:00:00+02:00;38652
BE;2017-07-13T16:00:00+02:00;39107
BE;2017-07-14T04:00:00+02:00;8003
BE;2017-07-13T06:00:00+02:00;28376
BE;2017-07-13T04:00:00+02:00;9344
BE;2017-07-18T05:00:00+02:00;15687
BE;2017-07-18T08:00:00+02:00;35677
BE;2017-07-18T09:00:00+02:00;36330
BE;2017-07-18T14:00:00+02:00;36759
BE;2017-07-18T20:00:00+02:00;26430
BE;2017-07-18T11:00:00+02:00;35715
BE;2017-07-18T06:00:00+02:00;26168
BE;2017-07-18T21:00:00+02:00;17638
BE;2017-07-18T03:00:00+02:00;4243
BE;2017-07-13T02:00:00+02:00;4298
BE;2017-07-17T23:00:00+02:00;4562
BL;2017-07-01T03:00:00+02:00;1390
BL;2017-07-01T08:00:00+02:00;9627
BL;2017-07-01T09:00:00+02:00;9646
BL;2017-07-01T15:00:00+02:00;7320
BE;2017-07-17T22:00:00+02:00;9608
BL;2017-07-01T06:00:00+02:00;6175
BE;2017-07-18T02:00:00+02:00;3315
BE;2017-07-28T05:00:00+02:00;14004
BE;2017-07-28T08:00:00+02:00;36244
BE;2017-07-28T09:00:00+02:00;36987
BE;2017-07-28T13:00:00+02:00;35409
BE;2017-07-28T11:00:00+02:00;36731
BE;2017-07-28T06:00:00+02:00;23814
BE;2017-07-28T01:00:00+02:00;3735
BE;2017-07-28T03:00:00+02:00;4068
BL;2017-07-05T03:00:00+02:00;1131
BE;2017-07-28T02:00:00+02:00;3771
BE;2017-07-30T13:00:00+02:00;25625
BE;2017-07-30T16:00:00+02:00;27096
BE;2017-07-30T17:00:00+02:00;27041
BE;2017-07-28T17:00:00+02:00;32936
BE;2017-07-30T18:00:00+02:00;29454
BE;2017-07-29T22:00:00+02:00;12838
BE;2017-07-30T06:00:00+02:00;12489
BE;2017-07-29T23:00:00+02:00;7438
BE;2017-07-30T01:00:00+02:00;3526
BE;2017-07-30T02:00:00+02:00;3092
BE;2017-07-16T20:00:00+02:00;25273
BE;2017-07-16T11:00:00+02:00;25274
BE;2017-07-16T07:00:00+02:00;20201
BE;2017-07-16T10:00:00+02:00;25627
BE;2017-07-16T13:00:00+02:00;23491
BE;2017-07-16T17:00:00+02:00;27467
BE;2017-07-16T18:00:00+02:00;28679
BL;2017-07-05T04:00:00+02:00;3019
BL;2017-07-05T15:00:00+02:00;9005
BL;2017-07-05T06:00:00+02:00;8692
BL;2017-07-05T01:00:00+02:00;652
BL;2017-07-05T12:00:00+02:00;9537
AG;2017-07-06T05:00:00+02:00;10865
BL;2017-07-06T11:00:00+02:00;10161
GE;2017-07-29T17:00:00+02:00;18225
GE;2017-07-29T20:00:00+02:00;13404
GE;2017-07-30T04:00:00+02:00;2866
GE;2017-07-30T05:00:00+02:00;3717
GE;2017-07-30T07:00:00+02:00;9409
GE;2017-07-30T10:00:00+02:00;16708
GE;2017-07-30T12:00:00+02:00;15384
GE;2017-07-30T13:00:00+02:00;15591
GE;2017-07-30T17:00:00+02:00;17272
GE;2017-07-30T20:00:00+02:00;13625
GE;2017-07-31T02:00:00+02:00;1883
GE;2017-07-31T05:00:00+02:00;7640
GE;2017-07-31T13:00:00+02:00;26517
GE;2017-07-31T15:00:00+02:00;25521
GE;2017-07-31T18:00:00+02:00;18490
GE;2017-07-31T20:00:00+02:00;14899
GE;2017-07-31T23:00:00+02:00;5466
GL;2017-07-01T02:00:00+02:00;84
GL;2017-07-01T08:00:00+02:00;1108
GL;2017-07-01T13:00:00+02:00;731
GL;2017-07-01T21:00:00+02:00;453
GL;2017-07-01T23:00:00+02:00;190
GL;2017-07-02T02:00:00+02:00;88
GL;2017-07-02T05:00:00+02:00;220
GL;2017-07-02T08:00:00+02:00;776
GL;2017-07-02T09:00:00+02:00;859
GL;2017-07-02T10:00:00+02:00;749
GL;2017-07-02T11:00:00+02:00;658
GL;2017-07-02T14:00:00+02:00;637
GL;2017-07-02T15:00:00+02:00;776
AG;2017-07-21T20:00:00+02:00;10001
AG;2017-07-22T02:00:00+02:00;1509
AG;2017-07-22T03:00:00+02:00;1476
AG;2017-07-22T04:00:00+02:00;2219
AG;2017-07-22T19:00:00+02:00;10266
AG;2017-07-22T21:00:00+02:00;7111
AG;2017-07-22T22:00:00+02:00;4919
AG;2017-07-23T00:00:00+02:00;2280
AG;2017-07-23T03:00:00+02:00;1247
AG;2017-07-23T04:00:00+02:00;1625
AG;2017-07-23T06:00:00+02:00;4957
AG;2017-07-23T11:00:00+02:00;11071
AG;2017-07-23T12:00:00+02:00;10403
AG;2017-07-23T15:00:00+02:00;10482
AG;2017-07-23T16:00:00+02:00;10900
AG;2017-07-23T17:00:00+02:00;11397
AG;2017-07-23T18:00:00+02:00;11784
AG;2017-07-23T20:00:00+02:00;10116
AG;2017-07-23T22:00:00+02:00;4270
AG;2017-07-23T23:00:00+02:00;2587
AG;2017-07-24T00:00:00+02:00;1645
AG;2017-07-24T06:00:00+02:00;12125
AG;2017-07-24T08:00:00+02:00;16758
AG;2017-07-24T09:00:00+02:00;16331
AG;2017-07-24T14:00:00+02:00;9584
AG;2017-07-24T17:00:00+02:00;14633
AG;2017-07-24T18:00:00+02:00;13596
AG;2017-07-25T00:00:00+02:00;1607
AG;2017-07-25T01:00:00+02:00;1217
AG;2017-07-25T05:00:00+02:00;7286
AG;2017-07-25T08:00:00+02:00;16346
AG;2017-07-25T11:00:00+02:00;15499
AG;2017-07-25T15:00:00+02:00;16921
AG;2017-07-25T16:00:00+02:00;15698
AG;2017-07-25T19:00:00+02:00;13502
AG;2017-07-26T02:00:00+02:00;1495
AG;2017-07-26T05:00:00+02:00;7013
AG;2017-07-26T06:00:00+02:00;11713
AG;2017-07-26T11:00:00+02:00;16301
AG;2017-07-26T13:00:00+02:00;14435
AG;2017-07-26T17:00:00+02:00;14171
AG;2017-07-26T22:00:00+02:00;4729
AG;2017-07-27T01:00:00+02:00;1973
AG;2017-07-27T02:00:00+02:00;1765
AG;2017-07-27T06:00:00+02:00;12463
AG;2017-07-27T10:00:00+02:00;16102
AG;2017-07-27T11:00:00+02:00;15134
AG;2017-07-27T15:00:00+02:00;16690
AG;2017-07-27T16:00:00+02:00;16317
AG;2017-07-27T18:00:00+02:00;13771
AG;2017-07-27T23:00:00+02:00;2574
AG;2017-07-28T03:00:00+02:00;2305
AG;2017-07-28T04:00:00+02:00;4084
AG;2017-07-28T05:00:00+02:00;7367
AG;2017-07-28T07:00:00+02:00;15250
AG;2017-07-28T08:00:00+02:00;16924
AG;2017-07-28T10:00:00+02:00;16949
AG;2017-07-28T12:00:00+02:00;16334
AG;2017-07-28T15:00:00+02:00;15574
AG;2017-07-29T01:00:00+02:00;1647
AG;2017-07-29T02:00:00+02:00;1577
AG;2017-07-29T05:00:00+02:00;4174
AG;2017-07-29T10:00:00+02:00;12726
AG;2017-07-29T11:00:00+02:00;12325
AG;2017-07-29T13:00:00+02:00;11104
AG;2017-07-29T21:00:00+02:00;6637
AG;2017-07-30T00:00:00+02:00;2473
AG;2017-07-30T05:00:00+02:00;2626
AG;2017-07-30T12:00:00+02:00;10276
AG;2017-07-30T18:00:00+02:00;13540
GL;2017-07-17T05:00:00+02:00;624
GL;2017-07-17T06:00:00+02:00;746
GL;2017-07-17T07:00:00+02:00;1062
GL;2017-07-17T11:00:00+02:00;1147
GL;2017-07-17T16:00:00+02:00;1001
GL;2017-07-17T18:00:00+02:00;939
GL;2017-07-17T23:00:00+02:00;166
GL;2017-07-18T05:00:00+02:00;453
GL;2017-07-18T08:00:00+02:00;1245
GL;2017-07-18T10:00:00+02:00;1163
GL;2017-07-18T17:00:00+02:00;936
GL;2017-07-18T23:00:00+02:00;127
GL;2017-07-19T00:00:00+02:00;75
GL;2017-07-19T02:00:00+02:00;25
GL;2017-07-19T03:00:00+02:00;82
GL;2017-07-19T06:00:00+02:00;902
GL;2017-07-19T08:00:00+02:00;1062
GL;2017-07-19T11:00:00+02:00;1002
GL;2017-07-19T12:00:00+02:00;1185
GL;2017-07-19T13:00:00+02:00;993
GL;2017-07-19T16:00:00+02:00;1131
GL;2017-07-19T18:00:00+02:00;1051
GL;2017-07-19T20:00:00+02:00;788
GL;2017-07-20T03:00:00+02:00;139
GL;2017-07-20T05:00:00+02:00;530
GL;2017-07-20T08:00:00+02:00;1015
GL;2017-07-20T09:00:00+02:00;1040
GL;2017-07-20T11:00:00+02:00;1001
GL;2017-07-20T12:00:00+02:00;953
GL;2017-07-20T15:00:00+02:00;972
GL;2017-07-20T16:00:00+02:00;1083
GL;2017-07-21T03:00:00+02:00;153
GL;2017-07-21T05:00:00+02:00;414
GL;2017-07-21T07:00:00+02:00;1075
GL;2017-07-21T10:00:00+02:00;1113
GL;2017-07-21T11:00:00+02:00;1086
GL;2017-07-21T14:00:00+02:00;1113
GL;2017-07-21T15:00:00+02:00;1061
GL;2017-07-21T16:00:00+02:00;922
GL;2017-07-21T17:00:00+02:00;979
GL;2017-07-21T18:00:00+02:00;975
GL;2017-07-21T19:00:00+02:00;913
GL;2017-07-21T21:00:00+02:00;346
GL;2017-07-21T23:00:00+02:00;148
GL;2017-07-22T06:00:00+02:00;590
GL;2017-07-22T08:00:00+02:00;946
GL;2017-07-22T12:00:00+02:00;977
GL;2017-07-22T16:00:00+02:00;1012
GL;2017-07-22T17:00:00+02:00;871
GL;2017-07-23T08:00:00+02:00;756
GL;2017-07-23T13:00:00+02:00;867
GL;2017-07-23T16:00:00+02:00;668
GL;2017-07-23T17:00:00+02:00;761
GL;2017-07-23T20:00:00+02:00;561
GL;2017-07-24T00:00:00+02:00;82
GL;2017-07-24T02:00:00+02:00;65
GL;2017-07-24T05:00:00+02:00;470
GL;2017-07-24T06:00:00+02:00;708
GL;2017-07-24T08:00:00+02:00;1088
GL;2017-07-24T14:00:00+02:00;700
GL;2017-07-24T15:00:00+02:00;1040
GL;2017-07-24T16:00:00+02:00;1066
GL;2017-07-25T00:00:00+02:00;61
GL;2017-07-25T01:00:00+02:00;54
GL;2017-07-25T02:00:00+02:00;29
GL;2017-07-25T04:00:00+02:00;142
GL;2017-07-25T13:00:00+02:00;987
GL;2017-07-25T15:00:00+02:00;857
GL;2017-07-25T20:00:00+02:00;533
GL;2017-07-25T23:00:00+02:00;190
GL;2017-07-26T00:00:00+02:00;52
GL;2017-07-26T01:00:00+02:00;39
GL;2017-07-26T03:00:00+02:00;161
GL;2017-07-26T04:00:00+02:00;176
GL;2017-07-26T05:00:00+02:00;408
GL;2017-07-26T06:00:00+02:00;690
GL;2017-07-26T11:00:00+02:00;1028
GL;2017-07-26T12:00:00+02:00;960
GL;2017-07-26T13:00:00+02:00;889
GL;2017-07-27T03:00:00+02:00;85
GL;2017-07-27T04:00:00+02:00;224
GL;2017-07-27T05:00:00+02:00;403
GL;2017-07-27T12:00:00+02:00;864
GL;2017-07-27T16:00:00+02:00;880
GL;2017-07-27T23:00:00+02:00;122
GL;2017-07-28T00:00:00+02:00;110
GL;2017-07-28T02:00:00+02:00;81
GL;2017-07-28T04:00:00+02:00;219
GL;2017-07-28T11:00:00+02:00;990
GL;2017-07-28T13:00:00+02:00;1013
GL;2017-07-28T16:00:00+02:00;998
GL;2017-07-28T17:00:00+02:00;983
GL;2017-07-29T00:00:00+02:00;113
GL;2017-07-29T06:00:00+02:00;577
GL;2017-07-29T07:00:00+02:00;761
GL;2017-07-29T16:00:00+02:00;967
GL;2017-07-29T20:00:00+02:00;764
GL;2017-07-29T21:00:00+02:00;565
GL;2017-07-29T22:00:00+02:00;312
GL;2017-07-29T23:00:00+02:00;179
BE;2017-07-17T00:00:00+02:00;3751
BE;2017-07-17T04:00:00+02:00;7942
BL;2017-07-06T15:00:00+02:00;9535
BL;2017-07-06T13:00:00+02:00;9577
BL;2017-07-06T18:00:00+02:00;7211
BE;2017-07-17T02:00:00+02:00;3650
AG;2017-07-06T07:00:00+02:00;19959
AG;2017-07-06T08:00:00+02:00;22060
AG;2017-07-06T10:00:00+02:00;19127
AG;2017-07-06T16:00:00+02:00;19483
AG;2017-07-30T15:00:00+02:00;10403
AG;2017-07-06T23:00:00+02:00;3415
AG;2017-07-07T04:00:00+02:00;4694
AG;2017-07-07T01:00:00+02:00;1429
AG;2017-07-06T22:00:00+02:00;6057
AG;2017-07-07T02:00:00+02:00;1596
AG;2017-07-30T16:00:00+02:00;10224
AG;2017-07-30T17:00:00+02:00;11410
AG;2017-07-31T13:00:00+02:00;13936
AG;2017-07-31T14:00:00+02:00;14241
AG;2017-07-30T11:00:00+02:00;10207
AG;2017-07-02T14:00:00+02:00;12243
AG;2017-07-31T00:00:00+02:00;1418
AG;2017-07-31T01:00:00+02:00;1344
AG;2017-07-30T22:00:00+02:00;3914
AG;2017-07-31T02:00:00+02:00;1401
AI;2017-07-15T11:00:00+02:00;346
AI;2017-07-16T11:00:00+02:00;386
AI;2017-07-19T18:00:00+02:00;454
AI;2017-07-19T19:00:00+02:00;348
AI;2017-07-19T21:00:00+02:00;136
AI;2017-07-16T05:00:00+02:00;93
AI;2017-07-15T12:00:00+02:00;319
AI;2017-07-16T04:00:00+02:00;43
AG;2017-07-12T17:00:00+02:00;16721
AG;2017-07-13T05:00:00+02:00;10103
AG;2017-07-12T18:00:00+02:00;16272
AG;2017-07-11T17:00:00+02:00;16179
AG;2017-07-12T15:00:00+02:00;19387
AG;2017-07-11T21:00:00+02:00;7671
AG;2017-07-12T01:00:00+02:00;1293
AG;2017-07-12T21:00:00+02:00;8537
AG;2017-07-12T22:00:00+02:00;5965
AI;2017-07-01T15:00:00+02:00;398
AI;2017-07-07T07:00:00+02:00;421
AI;2017-07-07T08:00:00+02:00;330
AI;2017-07-15T08:00:00+02:00;371
AI;2017-07-15T10:00:00+02:00;341
AI;2017-07-15T13:00:00+02:00;430
AI;2017-07-15T19:00:00+02:00;231
AI;2017-07-15T00:00:00+02:00;31
AI;2017-07-07T03:00:00+02:00;15
AI;2017-07-07T04:00:00+02:00;81
AI;2017-07-07T02:00:00+02:00;8
AI;2017-07-01T17:00:00+02:00;371
AI;2017-07-01T16:00:00+02:00;478
AI;2017-07-01T21:00:00+02:00;280
AI;2017-07-02T15:00:00+02:00;279
AI;2017-07-06T19:00:00+02:00;393
AI;2017-07-01T22:00:00+02:00;138
AI;2017-07-01T12:00:00+02:00;375
AI;2017-07-02T01:00:00+02:00;33
AI;2017-07-02T03:00:00+02:00;27
AI;2017-07-02T04:00:00+02:00;44
AI;2017-07-20T15:00:00+02:00;324
AI;2017-07-20T08:00:00+02:00;490
AI;2017-07-19T23:00:00+02:00;26
AI;2017-07-20T03:00:00+02:00;29
AI;2017-07-20T23:00:00+02:00;27
AI;2017-07-20T22:00:00+02:00;50
BL;2017-07-21T16:00:00+02:00;11274
BL;2017-07-21T23:00:00+02:00;2274
BL;2017-07-21T20:00:00+02:00;5908
BL;2017-07-12T12:00:00+02:00;9738
BL;2017-07-13T00:00:00+02:00;690
BL;2017-07-13T01:00:00+02:00;699
BL;2017-07-13T12:00:00+02:00;9423
BL;2017-07-22T05:00:00+02:00;3594
AI;2017-07-12T05:00:00+02:00;205
AI;2017-07-12T08:00:00+02:00;348
AI;2017-07-12T10:00:00+02:00;423
AI;2017-07-12T16:00:00+02:00;366
AI;2017-07-12T17:00:00+02:00;341
AI;2017-07-12T20:00:00+02:00;215
AI;2017-07-11T23:00:00+02:00;13
AI;2017-07-12T04:00:00+02:00;82
AI;2017-07-12T12:00:00+02:00;370
AI;2017-07-21T02:00:00+02:00;9
AI;2017-07-13T00:00:00+02:00;105
AI;2017-07-13T07:00:00+02:00;485
AI;2017-07-13T15:00:00+02:00;435
AI;2017-07-13T16:00:00+02:00;352
AI;2017-07-13T19:00:00+02:00;299
AI;2017-07-13T20:00:00+02:00;208
AI;2017-07-13T11:00:00+02:00;389
AI;2017-07-13T06:00:00+02:00;399
AI;2017-07-13T03:00:00+02:00;36
AI;2017-07-12T21:00:00+02:00;86
BL;2017-07-19T08:00:00+02:00;10322
BL;2017-07-21T05:00:00+02:00;4349
AG;2017-07-30T19:00:00+02:00;11381
AG;2017-07-30T20:00:00+02:00;11708
AG;2017-07-30T21:00:00+02:00;6113
AG;2017-07-31T04:00:00+02:00;3129
AG;2017-07-31T07:00:00+02:00;13781
AG;2017-07-31T12:00:00+02:00;13905
AG;2017-07-31T16:00:00+02:00;15684
AG;2017-07-31T21:00:00+02:00;6902
AI;2017-07-01T01:00:00+02:00;35
AI;2017-07-01T04:00:00+02:00;70
AI;2017-07-01T05:00:00+02:00;103
AI;2017-07-01T13:00:00+02:00;351
AI;2017-07-01T14:00:00+02:00;357
AI;2017-07-01T18:00:00+02:00;347
AI;2017-07-01T19:00:00+02:00;274
AI;2017-07-01T20:00:00+02:00;420
AI;2017-07-02T02:00:00+02:00;40
AI;2017-07-02T05:00:00+02:00;96
AI;2017-07-02T07:00:00+02:00;364
AI;2017-07-02T10:00:00+02:00;398
AI;2017-07-02T11:00:00+02:00;308
AI;2017-07-02T12:00:00+02:00;326
AI;2017-07-02T13:00:00+02:00;297
AI;2017-07-02T14:00:00+02:00;361
AI;2017-07-02T16:00:00+02:00;255
AI;2017-07-02T17:00:00+02:00;285
AI;2017-07-02T19:00:00+02:00;279
AI;2017-07-02T23:00:00+02:00;28
AI;2017-07-03T04:00:00+02:00;152
AI;2017-07-03T07:00:00+02:00;489
AI;2017-07-03T14:00:00+02:00;352
AI;2017-07-03T15:00:00+02:00;372
AI;2017-07-03T19:00:00+02:00;335
AI;2017-07-03T20:00:00+02:00;291
AI;2017-07-03T22:00:00+02:00;42
AI;2017-07-04T01:00:00+02:00;22
AI;2017-07-04T05:00:00+02:00;212
AI;2017-07-04T10:00:00+02:00;461
AI;2017-07-04T14:00:00+02:00;338
AI;2017-07-04T15:00:00+02:00;479
AI;2017-07-04T16:00:00+02:00;387
AI;2017-07-05T01:00:00+02:00;31
AI;2017-07-05T08:00:00+02:00;393
AI;2017-07-05T09:00:00+02:00;441
AI;2017-07-05T10:00:00+02:00;390
AI;2017-07-05T12:00:00+02:00;420
AI;2017-07-05T13:00:00+02:00;385
AI;2017-07-05T14:00:00+02:00;389
AI;2017-07-05T15:00:00+02:00;402
AI;2017-07-05T16:00:00+02:00;385
AI;2017-07-05T17:00:00+02:00;341
AI;2017-07-05T18:00:00+02:00;322
AI;2017-07-05T19:00:00+02:00;364
AI;2017-07-05T22:00:00+02:00;59
AI;2017-07-05T23:00:00+02:00;54
AI;2017-07-06T02:00:00+02:00;32
AI;2017-07-06T03:00:00+02:00;38
AI;2017-07-06T07:00:00+02:00;407
AI;2017-07-06T09:00:00+02:00;378
AI;2017-07-06T11:00:00+02:00;403
AI;2017-07-06T12:00:00+02:00;419
AI;2017-07-06T15:00:00+02:00;416
AI;2017-07-06T18:00:00+02:00;316
AI;2017-07-06T20:00:00+02:00;220
AI;2017-07-06T21:00:00+02:00;135
AI;2017-07-06T23:00:00+02:00;34
AI;2017-07-07T00:00:00+02:00;30
AI;2017-07-07T05:00:00+02:00;222
AI;2017-07-07T11:00:00+02:00;377
AI;2017-07-07T14:00:00+02:00;418
AI;2017-07-07T15:00:00+02:00;430
AI;2017-07-07T17:00:00+02:00;351
AI;2017-07-08T03:00:00+02:00;25
AI;2017-07-08T06:00:00+02:00;286
AI;2017-07-08T07:00:00+02:00;420
AI;2017-07-08T08:00:00+02:00;441
AI;2017-07-08T12:00:00+02:00;308
AI;2017-07-08T15:00:00+02:00;413
AI;2017-07-08T19:00:00+02:00;264
AI;2017-07-08T20:00:00+02:00;206
AI;2017-07-08T21:00:00+02:00;153
AI;2017-07-09T00:00:00+02:00;25
AI;2017-07-09T01:00:00+02:00;18
AI;2017-07-09T02:00:00+02:00;19
AI;2017-07-09T08:00:00+02:00;267
AI;2017-07-09T09:00:00+02:00;349
AI;2017-07-09T13:00:00+02:00;306
AI;2017-07-09T14:00:00+02:00;241
AI;2017-07-09T15:00:00+02:00;292
AI;2017-07-09T19:00:00+02:00;282
AI;2017-07-09T21:00:00+02:00;107
AI;2017-07-10T01:00:00+02:00;19
AI;2017-07-10T02:00:00+02:00;11
AI;2017-07-10T03:00:00+02:00;51
AI;2017-07-10T06:00:00+02:00;398
AI;2017-07-10T07:00:00+02:00;446
AI;2017-07-10T09:00:00+02:00;413
AI;2017-07-10T10:00:00+02:00;402
AI;2017-07-10T12:00:00+02:00;381
AI;2017-07-10T13:00:00+02:00;308
GL;2017-07-30T01:00:00+02:00;88
GL;2017-07-30T02:00:00+02:00;55
GL;2017-07-30T06:00:00+02:00;406
GL;2017-07-30T11:00:00+02:00;935
GL;2017-07-30T15:00:00+02:00;1071
GL;2017-07-30T16:00:00+02:00;944
GL;2017-07-30T20:00:00+02:00;742
GL;2017-07-30T21:00:00+02:00;399
GL;2017-07-31T03:00:00+02:00;100
GL;2017-07-31T07:00:00+02:00;1097
GL;2017-07-31T10:00:00+02:00;1100
GL;2017-07-31T11:00:00+02:00;1258
GL;2017-07-31T12:00:00+02:00;986
GL;2017-07-31T14:00:00+02:00;1193
GL;2017-07-31T16:00:00+02:00;1070
GL;2017-07-31T19:00:00+02:00;900
GL;2017-07-31T20:00:00+02:00;661
GL;2017-07-31T21:00:00+02:00;392
GL;2017-07-31T22:00:00+02:00;293
GR;2017-07-01T02:00:00+02:00;750
GR;2017-07-01T07:00:00+02:00;8094
GR;2017-07-01T08:00:00+02:00;9955
GR;2017-07-01T11:00:00+02:00;8322
GR;2017-07-01T14:00:00+02:00;8132
GR;2017-07-01T18:00:00+02:00;5959
GR;2017-07-01T19:00:00+02:00;5087
GR;2017-07-02T00:00:00+02:00;991
GR;2017-07-02T01:00:00+02:00;727
GR;2017-07-02T04:00:00+02:00;1032
GR;2017-07-02T06:00:00+02:00;3726
