Kanton;Datum und Zeit;Effektiver Datendownload pro Kanton und Stunde in Bytes;Effektiver Datendownload pro Kanton und Stunde in GB
AG;2017-07-02T16:00:00+02:00;2189321168929;2038.9642277071252
AG;2017-07-02T17:00:00+02:00;2276047257382;2119.734191691503
AG;2017-07-02T18:00:00+02:00;2396913778035;2232.29991089087
AG;2017-07-02T20:00:00+02:00;2578732683818;2401.6319623384625
AG;2017-07-02T22:00:00+02:00;1936800491737;1803.7860204810277
AG;2017-07-03T01:00:00+02:00;408432220487;380.38214713986963
AG;2017-07-03T05:00:00+02:00;1244525024748;1159.0542502216995
AG;2017-07-03T08:00:00+02:00;1178096587017;1097.1879465663806
AG;2017-07-03T09:00:00+02:00;1233017999187;1148.3374975500628
AG;2017-07-03T12:00:00+02:00;1406652325600;1310.0470654666424
AG;2017-07-03T15:00:00+02:00;1940477200029;1807.2102219136432
AG;2017-07-03T16:00:00+02:00;2212743501611;2060.7779748840258
AG;2017-07-03T18:00:00+02:00;2171804159421;2022.6502413125709
AG;2017-07-03T20:00:00+02:00;2420906181230;2254.64457760565
AG;2017-07-04T00:00:00+02:00;632253633763;588.832082006149
AG;2017-07-04T05:00:00+02:00;1265703203065;1178.7779657775536
AG;2017-07-04T07:00:00+02:00;1210026141311;1126.9246612777933
AG;2017-07-04T09:00:00+02:00;1205944184228;1123.123042497784
AG;2017-07-04T14:00:00+02:00;1549708860184;1443.2788455709815
AG;2017-07-04T15:00:00+02:00;1838493143646;1712.2301679532975
AG;2017-07-04T19:00:00+02:00;2310872365997;2152.1676015080884
AG;2017-07-04T21:00:00+02:00;2418201517174;2252.125662913546
AG;2017-07-04T22:00:00+02:00;1812029570350;1687.5840447377414
AG;2017-07-04T23:00:00+02:00;1099498806390;1023.9880591537803
AG;2017-07-05T00:00:00+02:00;641579332762;597.5173160079867
AG;2017-07-05T11:00:00+02:00;1956144535065;1821.801564716734
AG;2017-07-05T12:00:00+02:00;1411974458275;1315.0036877719685
AG;2017-07-05T14:00:00+02:00;1576811179756;1468.519847612828
AG;2017-07-05T17:00:00+02:00;2087721008262;1944.3417044933885
AG;2017-07-05T19:00:00+02:00;2212993605779;2061.0109025416896
AG;2017-07-05T22:00:00+02:00;1818307238490;1693.4305787924677
AG;2017-07-05T23:00:00+02:00;1063978444537;990.907144301571
AG;2017-07-06T01:00:00+02:00;391875531183;364.9625286301598
AG;2017-07-06T03:00:00+02:00;335575236426;312.52879316546023
AG;2017-07-06T05:00:00+02:00;1271365192874;1184.051104703918
AG;2017-07-06T09:00:00+02:00;1296197380655;1207.177881761454
AG;2017-07-06T13:00:00+02:00;1492964444369;1390.4314901391044
AG;2017-07-06T15:00:00+02:00;1924027945205;1791.8906595604494
AG;2017-07-06T16:00:00+02:00;2165310055834;2016.6021360401064
AG;2017-07-06T17:00:00+02:00;2114435094938;1969.221136474982
AG;2017-07-06T18:00:00+02:00;2047897484192;1907.2531575262547
AG;2017-07-06T20:00:00+02:00;2170951488941;2021.8561300458387
AG;2017-07-06T21:00:00+02:00;2146324862695;1998.9207970863208
AG;2017-07-06T23:00:00+02:00;1081212769603;1006.9578602937981
AG;2017-07-07T03:00:00+02:00;363940419407;338.9459284087643
AG;2017-07-07T10:00:00+02:00;1697051217702;1580.5021093245596
AG;2017-07-07T11:00:00+02:00;2005922806321;1868.1611924627796
AG;2017-07-07T17:00:00+02:00;2040692888558;1900.5433549713343
AG;2017-07-07T18:00:00+02:00;1982791682733;1846.6186548890546
AG;2017-07-07T19:00:00+02:00;1943533330270;1810.0564649980515
AG;2017-07-07T20:00:00+02:00;2014809599919;1876.4376639565453
AG;2017-07-07T22:00:00+02:00;1759252506691;1638.4315739301965
AG;2017-07-08T00:00:00+02:00;931460840570;867.4905081931502
AG;2017-07-08T01:00:00+02:00;639172148279;595.2754507577047
AG;2017-07-08T03:00:00+02:00;330329164193;307.6430076668039
AG;2017-07-08T08:00:00+02:00;1580615806462;1472.0631823521107
AG;2017-07-08T11:00:00+02:00;1836404077058;1710.2845730800182
AG;2017-07-08T15:00:00+02:00;1904164334665;1773.3912306511775
AG;2017-07-08T16:00:00+02:00;1989438926370;1852.8093829471618
AG;2017-07-09T03:00:00+02:00;390986048227;364.1341330735013
AG;2017-07-09T05:00:00+02:00;446033498910;415.40106656961143
AG;2017-07-09T06:00:00+02:00;636957492851;593.2128921626136
AG;2017-07-09T07:00:00+02:00;1002218516449;933.388729066588
AG;2017-07-09T09:00:00+02:00;1772602091876;1650.8643439747393
AG;2017-07-09T10:00:00+02:00;1940480886609;1807.2136553088203
AG;2017-07-09T13:00:00+02:00;2187841048974;2037.585758579895
AG;2017-07-09T15:00:00+02:00;2117973050075;1972.5161139620468
AG;2017-07-09T18:00:00+02:00;2288333192590;2131.1763605009764
AG;2017-07-09T20:00:00+02:00;2469276844721;2299.693268463947
AG;2017-07-10T07:00:00+02:00;1226374665940;1142.1504113264382
AG;2017-07-10T14:00:00+02:00;1580843432244;1472.2751753814518
AG;2017-07-10T18:00:00+02:00;2274339314356;2118.143545795232
AG;2017-07-10T19:00:00+02:00;2374254784640;2211.1970788240433
AG;2017-07-10T20:00:00+02:00;2453191102228;2284.7122533507645
AG;2017-07-11T03:00:00+02:00;340446908539;317.0658913804218
AG;2017-07-11T08:00:00+02:00;1238649401724;1153.5821498595178
AG;2017-07-11T09:00:00+02:00;1275252471380;1187.6714149303734
AG;2017-07-11T17:00:00+02:00;2191575371306;2041.0636172685772
AG;2017-07-11T18:00:00+02:00;2213423565280;2061.4113335311413
AG;2017-07-12T10:00:00+02:00;1641113400131;1528.405957045965
AG;2017-07-12T14:00:00+02:00;1524823793505;1420.1028212020174
AG;2017-07-13T02:00:00+02:00;335774841359;312.71468974556774
AG;2017-07-13T11:00:00+02:00;1863934265190;1735.924058770761
AG;2017-07-13T12:00:00+02:00;1406179268009;1309.6064962530509
AG;2017-07-13T13:00:00+02:00;1442298637132;1343.24528009817
AG;2017-07-13T14:00:00+02:00;1563527616778;1456.1485655400902
AG;2017-07-13T20:00:00+02:00;2253484262797;2098.7207654835656
AG;2017-07-14T02:00:00+02:00;333592412611;310.68214458506554
AG;2017-07-14T06:00:00+02:00;1131469412281;1053.7630061442032
AG;2017-07-14T07:00:00+02:00;1208750439708;1125.7365715764463
AG;2017-07-14T09:00:00+02:00;1368238570697;1274.2714683497325
AG;2017-07-14T13:00:00+02:00;1557531793868;1450.5645203106105
AG;2017-07-14T14:00:00+02:00;1715165974309;1597.3727910863236
AG;2017-07-14T16:00:00+02:00;2158521660236;2010.2799499742687
AG;2017-07-14T17:00:00+02:00;2139537579078;1992.599646633491
AG;2017-07-14T22:00:00+02:00;1724191343874;1605.7783215064555
AG;2017-07-15T04:00:00+02:00;394890463642;367.77040329016745
AG;2017-07-15T07:00:00+02:00;1182827227158;1101.593698522076
AG;2017-07-15T08:00:00+02:00;1212200698624;1128.9498755931854
AG;2017-07-15T09:00:00+02:00;1344963915908;1252.5952569283545
ZG;2017-07-02T21:00:00+02:00;387722594007;361.09480448719114
ZG;2017-07-02T23:00:00+02:00;182013624519;169.51339740213007
ZG;2017-07-03T07:00:00+02:00;256383224101;238.77548435796052
ZG;2017-07-03T11:00:00+02:00;402205047281;374.5826401570812
ZG;2017-07-03T12:00:00+02:00;276400907543;257.4184048390016
ZG;2017-07-03T13:00:00+02:00;260321131219;242.4429461536929
ZG;2017-07-03T15:00:00+02:00;360651497879;335.88288154359907
ZG;2017-07-03T18:00:00+02:00;362096610173;337.22874724585563
ZG;2017-07-03T19:00:00+02:00;384743381387;358.3201965196058
ZG;2017-07-03T20:00:00+02:00;426148469315;396.88168961089104
ZG;2017-07-03T22:00:00+02:00;306236430751;285.204901128076
ZG;2017-07-04T00:00:00+02:00;113671772155;105.86508750449866
ZG;2017-07-04T21:00:00+02:00;424348994399;395.20579799916595
ZG;2017-07-05T00:00:00+02:00;103104197909;96.02326705027372
ZG;2017-07-05T01:00:00+02:00;78371691844;72.98932582512498
ZG;2017-07-05T04:00:00+02:00;106388923250;99.08240591175854
ZG;2017-07-06T00:00:00+02:00;126298315303;117.62447217758745
ZG;2017-07-06T09:00:00+02:00;264289556608;246.1388303041458
ZG;2017-07-06T14:00:00+02:00;316093061689;294.38460403028876
ZG;2017-07-06T16:00:00+02:00;388083560411;361.4309806479141
ZG;2017-07-07T00:00:00+02:00;116833382846;108.8095669131726
ZG;2017-07-07T15:00:00+02:00;382842265056;356.54964396357536
ZG;2017-07-07T20:00:00+02:00;354252432108;329.92328713461757
ZG;2017-07-08T01:00:00+02:00;98993359245;92.19475020188838
ZG;2017-07-08T07:00:00+02:00;234573222275;218.46333730500191
ZG;2017-07-08T10:00:00+02:00;288537544760;268.7215290591121
ZG;2017-07-08T14:00:00+02:00;301528326018;280.82013690657914
ZG;2017-07-12T12:00:00+02:00;276675346351;257.67399589624256
ZG;2017-07-04T08:00:00+02:00;255383109595;237.84405514132231
ZG;2017-07-04T11:00:00+02:00;400371253240;372.87478636950254
ZG;2017-07-04T13:00:00+02:00;280635231691;261.36192650627345
ZG;2017-07-04T22:00:00+02:00;303125582808;282.307698212564
ZG;2017-07-04T23:00:00+02:00;172959249990;161.08085400424898
ZG;2017-07-05T05:00:00+02:00;222554839263;207.27034589555115
ZG;2017-07-05T09:00:00+02:00;256996955265;239.34706604573876
ZG;2017-07-05T15:00:00+02:00;345359345191;321.6409545307979
ZG;2017-07-05T17:00:00+02:00;370298234163;344.8671048162505
ZG;2017-07-05T19:00:00+02:00;383646276068;357.2984375692904
ZG;2017-07-05T20:00:00+02:00;417347265578;388.68492988683283
ZG;2017-07-05T22:00:00+02:00;296767050305;276.38585335109383
ZG;2017-07-06T05:00:00+02:00;237184871795;220.8956254599616
ZG;2017-07-06T08:00:00+02:00;272946166542;254.20092655532062
ZG;2017-07-06T18:00:00+02:00;356560568090;332.07290627993643
ZG;2017-07-07T04:00:00+02:00;124283259409;115.74780513439327
ZG;2017-07-07T10:00:00+02:00;349546199155;325.5402661440894
ZG;2017-07-08T20:00:00+02:00;305002241219;284.0554725555703
ZG;2017-07-08T22:00:00+02:00;253483585976;236.07498591393232
ZG;2017-07-08T23:00:00+02:00;217328628342;202.4030576851219
ZG;2017-07-09T03:00:00+02:00;60444383215;56.293218596838415
ZG;2017-07-09T04:00:00+02:00;67517307868;62.880392994731665
ZG;2017-07-09T06:00:00+02:00;111533739974;103.873889869079
ZG;2017-07-09T08:00:00+02:00;242109656314;225.48218845762312
ZG;2017-07-09T10:00:00+02:00;319435626321;297.49760992918164
ZG;2017-07-09T12:00:00+02:00;334890517974;311.89109941385686
ZG;2017-07-09T13:00:00+02:00;330254494460;307.5734660588205
ZG;2017-07-09T14:00:00+02:00;320711990304;298.68631651997566
ZG;2017-07-10T02:00:00+02:00;56215310351;52.35458756890148
ZG;2017-07-10T09:00:00+02:00;250582336453;233.37298673857003
ZG;2017-07-10T14:00:00+02:00;278267860547;259.157140317373
ZG;2017-07-10T22:00:00+02:00;290935927980;270.95519749447703
ZG;2017-07-11T00:00:00+02:00;106105928506;98.81884651817381
ZG;2017-07-11T05:00:00+02:00;222537505422;207.25420249812305
ZG;2017-07-11T12:00:00+02:00;287273980793;267.5447434121743
ZG;2017-07-11T15:00:00+02:00;339661568711;316.3344866698608
ZG;2017-07-11T16:00:00+02:00;392877664495;365.8958380063996
ZG;2017-07-11T17:00:00+02:00;376489370441;350.63304979447275
ZG;2017-07-11T20:00:00+02:00;397966999661;370.6356507362798
ZG;2017-07-11T21:00:00+02:00;384275766316;357.8846960477531
ZG;2017-07-12T04:00:00+02:00;112708162112;104.96765571832657
ZG;2017-07-12T05:00:00+02:00;200170202869;186.42302869725972
ZG;2017-07-12T11:00:00+02:00;353173553697;328.918503315188
ZG;2017-07-12T13:00:00+02:00;281829962101;262.47460590768605
ZG;2017-07-12T14:00:00+02:00;311630138808;290.2281832024455
ZG;2017-07-12T22:00:00+02:00;298593365891;278.0867422847077
ZG;2017-07-12T23:00:00+02:00;212918423793;198.29573462996632
ZG;2017-07-13T15:00:00+02:00;359990761599;335.2675229301676
ZG;2017-07-14T00:00:00+02:00;95937499770;89.34875928796828
SG;2017-07-03T07:00:00+02:00;906544481379;844.285340401344
SG;2017-07-03T08:00:00+02:00;922080504772;858.7543897069991
SG;2017-07-03T09:00:00+02:00;940226778148;875.6544237472117
SG;2017-07-03T12:00:00+02:00;1103201403223;1027.436371169053
SG;2017-07-03T18:00:00+02:00;1743226346310;1623.506048982963
SG;2017-07-03T23:00:00+02:00;784611410443;730.7263188464567
SG;2017-07-04T05:00:00+02:00;923628375782;860.1959569212049
SG;2017-07-04T08:00:00+02:00;896616773352;835.0394418016076
SG;2017-07-04T11:00:00+02:00;1579690288750;1471.2012268137187
SG;2017-07-04T13:00:00+02:00;1101808534883;1026.1391614405438
SG;2017-07-04T15:00:00+02:00;1403100365285;1306.7390446411446
SG;2017-07-04T21:00:00+02:00;1821073365749;1696.0067355530336
SG;2017-07-05T02:00:00+02:00;190107943727;177.05181960668415
SG;2017-07-05T04:00:00+02:00;515821202563;480.3959304122254
SG;2017-07-05T08:00:00+02:00;927813240947;864.0934163210914
SG;2017-07-05T10:00:00+02:00;1277886000629;1190.1240801708773
SG;2017-07-05T17:00:00+02:00;1593756632330;1484.3015301320702
SG;2017-07-05T19:00:00+02:00;1727556286847;1608.9121688595042
SG;2017-07-06T02:00:00+02:00;238518777519;222.1379219731316
SG;2017-07-06T08:00:00+02:00;919035534437;855.9185400949791
SG;2017-07-06T12:00:00+02:00;1061334466776;988.4447481259704
SG;2017-07-06T20:00:00+02:00;1803706661873;1679.8327321866527
SG;2017-07-07T03:00:00+02:00;242764877362;226.09241061098874
LU;2017-07-31T23:00:00+02:00;742489497264;691.4972302168608
NE;2017-07-01T05:00:00+02:00;161074317516;150.0121480934322
NE;2017-07-01T10:00:00+02:00;561612828735;523.042705594562
NE;2017-07-01T11:00:00+02:00;578197487882;538.4883730504662
NE;2017-07-01T13:00:00+02:00;584945152610;544.7726255375892
NE;2017-07-01T14:00:00+02:00;571380567084;532.139620821923
NE;2017-07-01T16:00:00+02:00;602116078543;560.7642964860424
NE;2017-07-02T00:00:00+02:00;276359891748;257.3802059032023
NE;2017-07-02T06:00:00+02:00;177198236317;165.02871766407043
NE;2017-07-02T07:00:00+02:00;286825637848;267.1271915063262
NE;2017-07-02T17:00:00+02:00;627052868107;583.9884915454313
NE;2017-07-02T18:00:00+02:00;641089201770;597.0608459506184
NE;2017-07-03T02:00:00+02:00;103717631702;96.59457178972661
NE;2017-07-03T03:00:00+02:00;91528142047;85.24222490098327
NE;2017-07-03T09:00:00+02:00;497235590051;463.08672991674393
NE;2017-07-03T10:00:00+02:00;583425789411;543.3576082913205
NE;2017-07-03T12:00:00+02:00;551419287986;513.5492309797555
NE;2017-07-03T17:00:00+02:00;611438030060;569.4460403732955
NE;2017-07-03T18:00:00+02:00;639259879225;595.3571565682068
NE;2017-07-03T22:00:00+02:00;510718391743;475.6435675015673
NE;2017-07-04T00:00:00+02:00;217028302583;202.12335752602667
NE;2017-07-04T03:00:00+02:00;94113353436;87.64989062771201
NE;2017-07-04T07:00:00+02:00;416714858192;388.09595461189747
NE;2017-07-04T09:00:00+02:00;483431680507;450.2308373404667
NE;2017-07-04T10:00:00+02:00;564754709115;525.9688097191975
NE;2017-07-04T19:00:00+02:00;616062458227;573.7528747199103
NE;2017-07-04T21:00:00+02:00;669237714425;623.2761912280694
NE;2017-07-04T22:00:00+02:00;536635269533;499.7805408509448
NE;2017-07-05T05:00:00+02:00;313514063233;291.9827245483175
NE;2017-07-05T11:00:00+02:00;673671078267;627.405083055608
NE;2017-07-05T12:00:00+02:00;559790963978;521.3459618184716
NE;2017-07-05T14:00:00+02:00;500779810425;466.38754236046225
NE;2017-07-05T15:00:00+02:00;569506790462;530.3945303540677
NE;2017-07-05T18:00:00+02:00;613754707449;571.6036143237725
NE;2017-07-05T20:00:00+02:00;677124414174;630.6212527435273
NE;2017-07-06T00:00:00+02:00;207477165990;193.2281684037298
NE;2017-07-06T03:00:00+02:00;82004802042;76.37292336858809
NE;2017-07-06T04:00:00+02:00;175782843528;163.71053040772676
NE;2017-07-06T05:00:00+02:00;337016859342;313.871409131214
NE;2017-07-06T06:00:00+02:00;369083831682;343.73610437102616
NE;2017-07-06T07:00:00+02:00;408238123098;380.20137985982
NE;2017-07-06T08:00:00+02:00;462183778912;430.44218692183495
NE;2017-07-06T13:00:00+02:00;503367164529;468.79720364604145
NE;2017-07-06T22:00:00+02:00;546281441254;508.76423833332956
NE;2017-07-06T23:00:00+02:00;352788613776;328.56000007689
NE;2017-07-07T02:00:00+02:00;109307310653;101.80036598164588
NE;2017-07-07T03:00:00+02:00;95335284866;88.78790295310318
NE;2017-07-07T04:00:00+02:00;178606525938;166.3402895797044
NE;2017-07-07T09:00:00+02:00;495042570184;461.0443210080266
NE;2017-07-07T11:00:00+02:00;645398517546;601.0742090139538
NE;2017-07-07T12:00:00+02:00;557211955378;518.9440728891641
NE;2017-07-07T13:00:00+02:00;543360681793;506.0440691122785
NE;2017-07-07T15:00:00+02:00;562612673321;523.9738834286109
NE;2017-07-07T17:00:00+02:00;593820211477;553.0381682114676
NE;2017-07-07T18:00:00+02:00;573452708635;534.069453026168
NE;2017-07-07T20:00:00+02:00;602739368852;561.3447808213532
NE;2017-07-07T22:00:00+02:00;504233485357;469.6040277900174
NE;2017-07-08T01:00:00+02:00;196689379899;183.18125968705863
NE;2017-07-08T04:00:00+02:00;97440603946;90.74863413907588
NE;2017-07-08T05:00:00+02:00;150548155417;140.20889570657164
NE;2017-07-08T07:00:00+02:00;349350545812;325.3580497689545
NE;2017-07-08T10:00:00+02:00;521859236392;486.01928762346506
NE;2017-07-08T13:00:00+02:00;531954507013;495.4212410496548
NE;2017-07-08T14:00:00+02:00;576848678051;537.2321960059926
NE;2017-07-08T17:00:00+02:00;556638175287;518.4096985375509
NE;2017-07-08T20:00:00+02:00;559933723128;521.4789166375995
NE;2017-07-08T23:00:00+02:00;403806378139;376.07399573456496
NE;2017-07-09T01:00:00+02:00;227026684685;211.43507648725063
NE;2017-07-09T05:00:00+02:00;101630269288;94.65056405216455
NE;2017-07-09T14:00:00+02:00;635710949428;592.0519581325352
NE;2017-07-09T15:00:00+02:00;666993029758;621.185665724799
NE;2017-07-09T17:00:00+02:00;629070192022;585.8672708477825
NE;2017-07-09T18:00:00+02:00;642424781275;598.3047012938187
NE;2017-07-09T19:00:00+02:00;681907996373;635.0763108329847
NE;2017-07-09T20:00:00+02:00;725702318312;675.8629514947534
NE;2017-07-10T02:00:00+02:00;105526346572;98.27906877920032
NE;2017-07-10T03:00:00+02:00;90951931669;84.70558716822416
NE;2017-07-10T06:00:00+02:00;360513082823;335.7539724772796
NE;2017-07-10T12:00:00+02:00;502333900340;467.834901381284
NE;2017-07-10T13:00:00+02:00;535402183922;498.632140384987
NE;2017-07-10T16:00:00+02:00;622567852863;579.8114956011996
NE;2017-07-10T20:00:00+02:00;761846105603;709.5244765309617
NE;2017-07-10T21:00:00+02:00;679342025897;632.6865646028891
NE;2017-07-10T22:00:00+02:00;535822508026;499.0235977116972
NE;2017-07-11T05:00:00+02:00;331800688087;309.01347108837217
NE;2017-07-11T09:00:00+02:00;488247618459;454.7160290731117
NE;2017-07-11T12:00:00+02:00;539838145483;502.7634515268728
NE;2017-07-11T18:00:00+02:00;613193651835;571.0810905648395
NE;2017-07-11T21:00:00+02:00;656611627238;611.517231201753
NE;2017-07-11T22:00:00+02:00;507812018229;472.9367962377146
NE;2017-07-12T04:00:00+02:00;168658241885;157.07522806245834
NE;2017-07-12T08:00:00+02:00;458324970680;426.8483917042613
NE;2017-07-12T09:00:00+02:00;480982970753;447.95029866788536
NE;2017-07-12T10:00:00+02:00;569165522560;530.0766998529434
NE;2017-07-12T11:00:00+02:00;655234953332;610.2351037152112
NE;2017-07-12T13:00:00+02:00;547282766270;509.69679492525756
NE;2017-07-12T14:00:00+02:00;535387384836;498.6183576621115
NE;2017-07-12T16:00:00+02:00;645950620685;601.5883951308206
NE;2017-07-12T20:00:00+02:00;692711157478;645.1375386472791
NE;2017-07-12T22:00:00+02:00;534225521137;497.5362877706066
AG;2017-07-15T11:00:00+02:00;1756421532645;1635.7950238930061
AG;2017-07-15T15:00:00+02:00;1724849481649;1606.3912600735202
AG;2017-07-15T20:00:00+02:00;1713236375992;1595.5757126137614
AG;2017-07-15T22:00:00+02:00;1626056826066;1514.3834297228605
AG;2017-07-16T02:00:00+02:00;490726337813;457.0245163636282
AG;2017-07-16T04:00:00+02:00;342349878929;318.83817066345364
AG;2017-07-16T06:00:00+02:00;583962360687;543.8573292335495
AG;2017-07-16T07:00:00+02:00;958809008371;892.9604742405936
AG;2017-07-16T10:00:00+02:00;1776081066917;1654.1043919669464
AG;2017-07-16T15:00:00+02:00;2126348994448;1980.3168200403452
AG;2017-07-16T19:00:00+02:00;2088572702632;1945.1349066868424
AG;2017-07-16T20:00:00+02:00;2165362535817;2016.6510118329898
AG;2017-07-16T23:00:00+02:00;1074512300347;1000.7175620151684
AG;2017-07-17T00:00:00+02:00;716066163187;666.8885826943442
AG;2017-07-17T02:00:00+02:00;331437978624;308.6756715774536
AG;2017-07-17T05:00:00+02:00;960060377732;894.1259027756751
AG;2017-07-17T06:00:00+02:00;947501389451;882.4294334752485
AG;2017-07-17T07:00:00+02:00;1109686200617;1033.4758093738928
AG;2017-07-17T11:00:00+02:00;1786632171985;1663.9308743039146
AG;2017-07-17T13:00:00+02:00;1320095956021;1229.4351645009592
AG;2017-07-17T14:00:00+02:00;1380704701548;1285.8814574293792
AG;2017-07-17T15:00:00+02:00;1661358320472;1547.2605083808303
AG;2017-07-17T16:00:00+02:00;1887970788478;1758.309815524146
AG;2017-07-17T18:00:00+02:00;1596181532188;1486.5598941110075
AG;2017-07-17T20:00:00+02:00;2119417657989;1973.8615099238232
AG;2017-07-17T22:00:00+02:00;1681238751399;1565.775602496229
AG;2017-07-18T05:00:00+02:00;1007214049451;938.0411817235872
AG;2017-07-18T11:00:00+02:00;1799506477243;1675.9210054231808
AG;2017-07-18T13:00:00+02:00;1343837967939;1251.5466361669824
AG;2017-07-18T16:00:00+02:00;1947891261976;1814.1151051744819
AG;2017-07-19T05:00:00+02:00;1012765241201;943.2111319163814
AG;2017-07-19T06:00:00+02:00;1034984831757;963.9047381998971
AG;2017-07-19T07:00:00+02:00;1104493844677;1028.640051071532
AG;2017-07-19T10:00:00+02:00;1500548945887;1397.4951076200232
AG;2017-07-19T15:00:00+02:00;1715543979393;1597.7248357543722
AG;2017-07-19T19:00:00+02:00;2047575100854;1906.9529146458954
AG;2017-07-20T02:00:00+02:00;327367359553;304.884612143971
AG;2017-07-20T11:00:00+02:00;1757633425350;1636.9236869271845
AG;2017-07-20T13:00:00+02:00;1370493307675;1276.3713557971641
AG;2017-07-20T16:00:00+02:00;2000882041801;1863.4666146719828
AG;2017-07-20T21:00:00+02:00;2153106522263;2005.2367097353563
AG;2017-07-21T01:00:00+02:00;499908647051;465.57620824407786
AG;2017-07-21T03:00:00+02:00;363581727406;338.611870450899
AG;2017-07-21T06:00:00+02:00;1054345906631;981.9361442988738
AG;2017-07-21T09:00:00+02:00;1244567403471;1159.0937184831128
AG;2017-07-21T16:00:00+02:00;1831264617566;1705.4980784337968
AG;2017-07-21T21:00:00+02:00;1846853834683;1720.016668255441
AG;2017-07-22T04:00:00+02:00;401121683673;373.5736791724339
AG;2017-07-22T06:00:00+02:00;875253097744;815.1429684311152
AG;2017-07-22T11:00:00+02:00;1656357407364;1542.6030451096594
AG;2017-07-22T15:00:00+02:00;1623586939848;1512.0831689313054
AG;2017-07-22T16:00:00+02:00;1661812553234;1547.6835456062108
AG;2017-07-22T23:00:00+02:00;1278488663739;1190.6853539301082
AG;2017-07-23T00:00:00+02:00;977636495204;910.4949377514422
AG;2017-07-23T01:00:00+02:00;674899010949;628.5486844824627
AG;2017-07-23T02:00:00+02:00;472477105784;440.0285946056247
AG;2017-07-23T05:00:00+02:00;397744218598;370.42816970311105
AG;2017-07-23T07:00:00+02:00;910860160430;848.3046297263354
AG;2017-07-23T11:00:00+02:00;1779204836870;1657.0136294420809
AG;2017-07-23T14:00:00+02:00;1735665807075;1616.4647481171414
AG;2017-07-23T22:00:00+02:00;1747175825716;1627.1842883117497
AG;2017-07-23T23:00:00+02:00;1125654802154;1048.3477284703404
AG;2017-07-24T00:00:00+02:00;746478256910;695.2120521198958
AG;2017-07-24T02:00:00+02:00;350206723058;326.1554269660264
AG;2017-07-24T07:00:00+02:00;1092944108727;1017.8835212504491
AG;2017-07-24T10:00:00+02:00;1460627571587;1360.315430524759
AG;2017-07-24T13:00:00+02:00;1361912608968;1268.3799573853612
AG;2017-07-24T17:00:00+02:00;1890936301225;1761.071664490737
AG;2017-07-25T02:00:00+02:00;335767546201;312.70789560023695
AG;2017-07-25T03:00:00+02:00;357740210737;333.1715341070667
AG;2017-07-25T08:00:00+02:00;1081391338795;1007.1241658134386
AG;2017-07-25T10:00:00+02:00;1477504620715;1376.0334073705599
AG;2017-07-25T12:00:00+02:00;1314946840668;1224.6396771334112
AG;2017-07-25T14:00:00+02:00;1435429033355;1336.8474630219862
AG;2017-07-25T21:00:00+02:00;1149278848357;1070.3493360029534
AG;2017-07-25T22:00:00+02:00;954582618773;889.0243421988562
AG;2017-07-26T03:00:00+02:00;228904176586;213.18362707830966
AG;2017-07-26T04:00:00+02:00;413511502564;385.1125972010195
AG;2017-07-26T05:00:00+02:00;715797270233;666.638156616129
AG;2017-07-26T06:00:00+02:00;800457169133;745.4838316263631
AG;2017-07-26T11:00:00+02:00;1460084950169;1359.8100749487057
AG;2017-07-26T13:00:00+02:00;1145962078925;1067.2603537561372
AG;2017-07-26T14:00:00+02:00;1181131486950;1100.0144173856825
AG;2017-07-26T16:00:00+02:00;1603277425172;1493.1684594340622
AG;2017-07-26T18:00:00+02:00;1634090083176;1521.8649834170938
AG;2017-07-26T19:00:00+02:00;1734278395758;1615.1726206373423
AG;2017-07-26T20:00:00+02:00;1879649069156;1750.5596104599535
AG;2017-07-27T02:00:00+02:00;331820599502;309.0320150386542
AG;2017-07-27T05:00:00+02:00;846419568219;788.2896514786407
AG;2017-07-27T06:00:00+02:00;898797095378;837.0700249243528
AG;2017-07-27T07:00:00+02:00;1007894240194;938.6746587175876
AG;2017-07-27T08:00:00+02:00;999144348782;930.5256873201579
AG;2017-07-27T09:00:00+02:00;1092956928582;1017.8954606708139
AG;2017-07-27T10:00:00+02:00;1344164493758;1251.8507370334119
AG;2017-07-27T13:00:00+02:00;1238781474506;1153.7051522228867
AG;2017-07-27T23:00:00+02:00;1032396608221;961.4942671926692
AG;2017-07-28T02:00:00+02:00;340899507420;317.4874069355428
AG;2017-07-28T04:00:00+02:00;530984064427;494.51744596194476
AG;2017-07-28T08:00:00+02:00;1056824845095;984.2448356514797
AG;2017-07-28T10:00:00+02:00;1332434129139;1240.9259836552665
SG;2017-07-07T06:00:00+02:00;909514195751;847.0511024361476
SG;2017-07-07T08:00:00+02:00;977752466499;910.6029444364831
SG;2017-07-07T16:00:00+02:00;1583333548193;1474.5942765781656
SG;2017-07-07T17:00:00+02:00;1575096241120;1466.922686547041
SG;2017-07-07T18:00:00+02:00;1503793558519;1400.5168886100873
SG;2017-07-07T22:00:00+02:00;1334035815152;1242.4176699966192
SG;2017-07-08T02:00:00+02:00;336573027140;313.4580581821501
SG;2017-07-08T10:00:00+02:00;1411794199692;1314.8358088843524
SG;2017-07-08T18:00:00+02:00;1525955788266;1421.1570734772831
SG;2017-07-09T02:00:00+02:00;432920686031;403.18880791869015
SG;2017-07-09T03:00:00+02:00;337734060200;314.539354480803
