Kanton;Datum und Zeit;Anzahl Anrufe pro Kanton und Stunde
SG;2017-07-13T09:00:00+02:00;59148
SG;2017-07-13T11:00:00+02:00;43671
SG;2017-07-12T06:00:00+02:00;37233
SG;2017-07-13T01:00:00+02:00;781
SG;2017-07-05T07:00:00+02:00;55902
SG;2017-07-05T09:00:00+02:00;64705
SG;2017-07-05T13:00:00+02:00;62982
SG;2017-07-05T14:00:00+02:00;66267
SG;2017-07-05T18:00:00+02:00;37542
SG;2017-07-05T19:00:00+02:00;28660
SG;2017-07-06T07:00:00+02:00;56005
SG;2017-07-06T10:00:00+02:00;56492
SG;2017-07-05T04:00:00+02:00;4756
SG;2017-07-05T06:00:00+02:00;44668
SG;2017-07-15T14:00:00+02:00;29702
SG;2017-07-14T16:00:00+02:00;48698
SG;2017-07-14T17:00:00+02:00;37874
SG;2017-07-14T18:00:00+02:00;28610
SG;2017-07-14T19:00:00+02:00;20970
SG;2017-07-15T05:00:00+02:00;4059
SG;2017-07-15T13:00:00+02:00;30319
SG;2017-07-15T16:00:00+02:00;27089
SG;2017-07-15T17:00:00+02:00;24648
SG;2017-07-14T23:00:00+02:00;3475
SG;2017-07-17T03:00:00+02:00;1193
SG;2017-07-17T02:00:00+02:00;661
SG;2017-07-15T20:00:00+02:00;12318
SG;2017-07-16T10:00:00+02:00;19349
SG;2017-07-16T11:00:00+02:00;19096
SG;2017-07-16T14:00:00+02:00;18500
SG;2017-07-16T15:00:00+02:00;20615
SG;2017-07-16T16:00:00+02:00;22634
SG;2017-07-16T20:00:00+02:00;11569
SG;2017-07-15T18:00:00+02:00;20996
SG;2017-07-16T04:00:00+02:00;1489
SG;2017-07-16T23:00:00+02:00;1365
SG;2017-07-17T11:00:00+02:00;39946
SG;2017-07-17T08:00:00+02:00;53436
SG;2017-07-17T09:00:00+02:00;55927
SG;2017-07-17T14:00:00+02:00;50796
SG;2017-07-17T16:00:00+02:00;47744
SG;2017-07-18T06:00:00+02:00;32543
SG;2017-07-18T02:00:00+02:00;616
SH;2017-07-14T07:00:00+02:00;6870
SH;2017-07-15T07:00:00+02:00;2866
SH;2017-07-15T11:00:00+02:00;4302
SH;2017-07-15T13:00:00+02:00;3987
SH;2017-07-15T14:00:00+02:00;4076
SH;2017-07-15T00:00:00+02:00;393
SH;2017-07-15T03:00:00+02:00;158
SH;2017-07-15T04:00:00+02:00;265
SH;2017-07-15T12:00:00+02:00;4333
SH;2017-07-15T02:00:00+02:00;178
SH;2017-07-13T11:00:00+02:00;6371
SH;2017-07-13T10:00:00+02:00;6853
SH;2017-07-13T13:00:00+02:00;7743
SH;2017-07-13T14:00:00+02:00;7790
SH;2017-07-13T20:00:00+02:00;2367
SH;2017-07-14T01:00:00+02:00;131
SH;2017-07-14T04:00:00+02:00;532
SH;2017-07-14T06:00:00+02:00;4743
SH;2017-07-13T22:00:00+02:00;626
SH;2017-07-14T02:00:00+02:00;126
SH;2017-07-20T05:00:00+02:00;1862
SH;2017-07-20T07:00:00+02:00;6173
SH;2017-07-19T08:00:00+02:00;7964
SH;2017-07-19T10:00:00+02:00;6921
SH;2017-07-19T16:00:00+02:00;7366
SH;2017-07-19T06:00:00+02:00;4710
SH;2017-07-20T04:00:00+02:00;468
SH;2017-07-19T22:00:00+02:00;460
SH;2017-07-27T19:00:00+02:00;2965
SH;2017-07-27T20:00:00+02:00;1823
SH;2017-07-28T07:00:00+02:00;5317
SH;2017-07-27T21:00:00+02:00;919
SH;2017-07-28T06:00:00+02:00;3208
SH;2017-07-27T22:00:00+02:00;538
SH;2017-07-28T01:00:00+02:00;98
SH;2017-07-28T02:00:00+02:00;118
SH;2017-07-17T05:00:00+02:00;2045
SH;2017-07-15T16:00:00+02:00;4223
SH;2017-07-15T19:00:00+02:00;2564
BS;2017-07-18T07:00:00+02:00;24523
BS;2017-07-21T21:00:00+02:00;5474
BS;2017-07-20T03:00:00+02:00;754
BS;2017-07-21T00:00:00+02:00;938
BS;2017-07-16T17:00:00+02:00;10167
BS;2017-07-16T00:00:00+02:00;2074
BS;2017-07-16T04:00:00+02:00;1069
BS;2017-07-16T11:00:00+02:00;9178
BS;2017-07-16T03:00:00+02:00;1193
BS;2017-07-16T07:00:00+02:00;3363
BS;2017-07-16T08:00:00+02:00;5687
BS;2017-07-16T06:00:00+02:00;1799
BS;2017-07-18T14:00:00+02:00;29391
BS;2017-07-18T15:00:00+02:00;28189
BS;2017-07-18T17:00:00+02:00;19345
BS;2017-07-18T10:00:00+02:00;29136
BS;2017-07-24T13:00:00+02:00;27911
BS;2017-07-18T04:00:00+02:00;1705
BS;2017-07-17T22:00:00+02:00;2815
BS;2017-07-18T00:00:00+02:00;625
BS;2017-07-18T03:00:00+02:00;732
BS;2017-07-18T02:00:00+02:00;465
BS;2017-07-24T15:00:00+02:00;26516
BS;2017-07-24T16:00:00+02:00;22682
BS;2017-07-16T16:00:00+02:00;10264
BS;2017-07-23T05:00:00+02:00;1005
BS;2017-07-23T14:00:00+02:00;8866
BS;2017-07-23T19:00:00+02:00;8198
BS;2017-07-24T12:00:00+02:00;27833
BS;2017-07-23T10:00:00+02:00;8094
BS;2017-07-23T06:00:00+02:00;1758
BS;2017-07-23T12:00:00+02:00;8797
FR;2017-07-01T09:00:00+02:00;37579
FR;2017-07-01T13:00:00+02:00;29686
FR;2017-07-01T18:00:00+02:00;22824
FR;2017-07-01T21:00:00+02:00;13013
FR;2017-07-02T04:00:00+02:00;1154
FR;2017-07-01T06:00:00+02:00;10510
BS;2017-07-16T02:00:00+02:00;1282
FR;2017-07-02T02:00:00+02:00;2714
BS;2017-07-14T17:00:00+02:00;18395
BS;2017-07-15T13:00:00+02:00;14071
BS;2017-07-15T14:00:00+02:00;13687
BS;2017-07-15T17:00:00+02:00;11563
BS;2017-07-14T10:00:00+02:00;29251
FR;2017-07-01T05:00:00+02:00;4239
BS;2017-08-01T00:00:00+02:00;2928
FR;2017-07-01T03:00:00+02:00;1259
FR;2017-07-01T12:00:00+02:00;30794
FR;2017-07-02T00:00:00+02:00;5070
BS;2017-07-13T11:00:00+02:00;27033
BS;2017-07-13T17:00:00+02:00;20219
BS;2017-07-14T09:00:00+02:00;30029
BS;2017-07-25T23:00:00+02:00;1205
BS;2017-07-26T04:00:00+02:00;1689
BS;2017-07-26T12:00:00+02:00;28678
BS;2017-07-26T20:00:00+02:00;8622
BS;2017-07-13T06:00:00+02:00;16057
BS;2017-07-12T20:00:00+02:00;8709
BS;2017-07-26T00:00:00+02:00;757
BS;2017-07-27T11:00:00+02:00;24687
BS;2017-07-27T15:00:00+02:00;28578
BS;2017-07-27T16:00:00+02:00;25617
BS;2017-07-27T18:00:00+02:00;14489
BS;2017-07-12T21:00:00+02:00;5129
BS;2017-07-14T04:00:00+02:00;1774
BS;2017-07-27T06:00:00+02:00;13746
BS;2017-07-13T00:00:00+02:00;751
BS;2017-07-13T01:00:00+02:00;561
BS;2017-07-14T02:00:00+02:00;516
BS;2017-07-26T07:00:00+02:00;21751
BS;2017-07-26T08:00:00+02:00;26640
BS;2017-07-26T11:00:00+02:00;24753
BS;2017-07-26T17:00:00+02:00;18846
BS;2017-07-15T05:00:00+02:00;1927
BS;2017-07-15T20:00:00+02:00;7920
BS;2017-07-15T21:00:00+02:00;5752
BS;2017-07-25T21:00:00+02:00;4566
BS;2017-07-14T22:00:00+02:00;3892
BS;2017-07-15T02:00:00+02:00;846
BS;2017-07-28T09:00:00+02:00;29473
BS;2017-07-28T13:00:00+02:00;27993
BS;2017-07-28T14:00:00+02:00;27095
BS;2017-07-28T15:00:00+02:00;25922
BS;2017-07-31T05:00:00+02:00;3226
BS;2017-07-30T21:00:00+02:00;4035
BS;2017-07-31T12:00:00+02:00;20592
BS;2017-07-28T06:00:00+02:00;12793
BS;2017-07-30T22:00:00+02:00;2150
BS;2017-07-31T03:00:00+02:00;669
BS;2017-07-30T17:00:00+02:00;11814
BS;2017-07-31T18:00:00+02:00;14772
BS;2017-07-31T08:00:00+02:00;18122
BS;2017-07-31T20:00:00+02:00;14874
BS;2017-07-26T21:00:00+02:00;5199
BS;2017-07-27T21:00:00+02:00;5117
BS;2017-07-30T18:00:00+02:00;9880
BS;2017-07-27T01:00:00+02:00;611
BS;2017-07-27T03:00:00+02:00;716
BS;2017-07-27T02:00:00+02:00;639
BS;2017-07-03T08:00:00+02:00;32521
BS;2017-07-03T17:00:00+02:00;21931
BS;2017-07-03T18:00:00+02:00;16117
BS;2017-07-03T19:00:00+02:00;12790
BS;2017-07-02T20:00:00+02:00;6681
BS;2017-07-02T22:00:00+02:00;2034
BS;2017-07-03T00:00:00+02:00;548
TI;2017-07-27T06:00:00+02:00;39107
TI;2017-07-27T07:00:00+02:00;65676
TI;2017-07-27T08:00:00+02:00;80894
TI;2017-07-27T09:00:00+02:00;87230
TI;2017-07-27T10:00:00+02:00;79085
TI;2017-07-27T11:00:00+02:00;63792
TI;2017-07-27T13:00:00+02:00;75424
TI;2017-07-27T15:00:00+02:00;77061
TI;2017-07-27T16:00:00+02:00;71074
TI;2017-07-27T17:00:00+02:00;55722
TI;2017-07-27T18:00:00+02:00;41274
TI;2017-07-27T21:00:00+02:00;10651
TI;2017-07-27T22:00:00+02:00;5355
TI;2017-07-27T23:00:00+02:00;2814
TI;2017-07-28T00:00:00+02:00;1626
TI;2017-07-28T02:00:00+02:00;1201
TI;2017-07-28T03:00:00+02:00;1376
TI;2017-07-28T04:00:00+02:00;3508
TI;2017-07-28T05:00:00+02:00;13586
TI;2017-07-28T06:00:00+02:00;37931
TI;2017-07-28T07:00:00+02:00;66843
TI;2017-07-28T08:00:00+02:00;82819
TI;2017-07-28T12:00:00+02:00;69870
TI;2017-07-28T17:00:00+02:00;53837
TI;2017-07-28T20:00:00+02:00;20537
TI;2017-07-28T22:00:00+02:00;7815
TI;2017-07-29T01:00:00+02:00;2247
TI;2017-07-29T06:00:00+02:00;11779
TI;2017-07-29T07:00:00+02:00;25391
TI;2017-07-29T16:00:00+02:00;39873
TI;2017-07-29T17:00:00+02:00;38998
TI;2017-07-29T20:00:00+02:00;14936
TI;2017-07-30T05:00:00+02:00;2493
TI;2017-07-30T11:00:00+02:00;24706
TI;2017-07-30T12:00:00+02:00;23152
TI;2017-07-30T13:00:00+02:00;23028
TI;2017-07-30T14:00:00+02:00;26287
TI;2017-07-30T18:00:00+02:00;26859
TI;2017-07-30T23:00:00+02:00;2491
TI;2017-07-31T02:00:00+02:00;1223
TI;2017-07-31T06:00:00+02:00;22885
TI;2017-07-31T07:00:00+02:00;47925
TI;2017-07-31T13:00:00+02:00;56578
TI;2017-07-31T14:00:00+02:00;58184
TI;2017-07-31T16:00:00+02:00;56156
TI;2017-07-31T17:00:00+02:00;45941
TI;2017-07-31T18:00:00+02:00;34850
TI;2017-07-31T20:00:00+02:00;17353
TI;2017-07-31T23:00:00+02:00;4510
UR;2017-07-01T03:00:00+02:00;191
UR;2017-07-01T07:00:00+02:00;2462
UR;2017-07-01T09:00:00+02:00;3835
UR;2017-07-01T11:00:00+02:00;3278
UR;2017-07-01T13:00:00+02:00;2994
UR;2017-07-01T14:00:00+02:00;2981
UR;2017-07-01T16:00:00+02:00;3202
UR;2017-07-01T17:00:00+02:00;2835
UR;2017-07-01T19:00:00+02:00;1971
UR;2017-07-01T20:00:00+02:00;1144
UR;2017-07-01T22:00:00+02:00;477
UR;2017-07-01T23:00:00+02:00;370
UR;2017-07-02T03:00:00+02:00;328
UR;2017-07-02T05:00:00+02:00;272
UR;2017-07-02T08:00:00+02:00;1598
UR;2017-07-02T09:00:00+02:00;2134
UR;2017-07-02T13:00:00+02:00;1763
UR;2017-07-03T04:00:00+02:00;389
UR;2017-07-03T07:00:00+02:00;4632
UR;2017-07-03T08:00:00+02:00;5487
UR;2017-07-03T09:00:00+02:00;5695
UR;2017-07-03T12:00:00+02:00;4957
UR;2017-07-03T13:00:00+02:00;4852
UR;2017-07-03T15:00:00+02:00;5447
UR;2017-07-03T19:00:00+02:00;2238
UR;2017-07-03T21:00:00+02:00;455
UR;2017-07-04T00:00:00+02:00;63
UR;2017-07-04T03:00:00+02:00;110
UR;2017-07-04T06:00:00+02:00;3459
UR;2017-07-04T09:00:00+02:00;5453
UR;2017-07-04T18:00:00+02:00;3517
UR;2017-07-05T07:00:00+02:00;4890
UR;2017-07-05T10:00:00+02:00;4369
UR;2017-07-05T14:00:00+02:00;5179
UR;2017-07-05T20:00:00+02:00;1267
UR;2017-07-05T23:00:00+02:00;113
UR;2017-07-06T00:00:00+02:00;79
UR;2017-07-06T09:00:00+02:00;5367
UR;2017-07-06T10:00:00+02:00;4426
UR;2017-07-06T18:00:00+02:00;3849
UR;2017-07-06T20:00:00+02:00;1609
UR;2017-07-06T23:00:00+02:00;146
UR;2017-07-07T00:00:00+02:00;110
UR;2017-07-07T01:00:00+02:00;69
SH;2017-07-15T20:00:00+02:00;2198
SH;2017-07-16T09:00:00+02:00;2923
SH;2017-07-16T10:00:00+02:00;3260
SH;2017-07-15T22:00:00+02:00;1144
SH;2017-07-16T01:00:00+02:00;512
SH;2017-07-17T00:00:00+02:00;179
SH;2017-07-16T02:00:00+02:00;427
SH;2017-07-17T08:00:00+02:00;7865
SH;2017-07-17T09:00:00+02:00;8218
SH;2017-07-17T11:00:00+02:00;6464
SH;2017-07-17T15:00:00+02:00;7822
SH;2017-07-17T17:00:00+02:00;5488
SH;2017-07-17T18:00:00+02:00;4361
SH;2017-07-17T20:00:00+02:00;2244
SH;2017-07-17T21:00:00+02:00;1115
SH;2017-07-17T22:00:00+02:00;668
SH;2017-07-18T02:00:00+02:00;102
SH;2017-07-20T09:00:00+02:00;7876
SH;2017-07-20T19:00:00+02:00;3268
SH;2017-07-21T07:00:00+02:00;6284
SH;2017-07-21T09:00:00+02:00;8094
SH;2017-07-20T20:00:00+02:00;2093
SH;2017-07-21T04:00:00+02:00;465
SH;2017-07-20T22:00:00+02:00;577
SH;2017-07-21T02:00:00+02:00;113
SH;2017-07-21T10:00:00+02:00;6698
SH;2017-07-21T20:00:00+02:00;2270
SH;2017-07-22T13:00:00+02:00;4131
SH;2017-07-22T17:00:00+02:00;3376
SH;2017-07-22T18:00:00+02:00;2860
SH;2017-07-22T07:00:00+02:00;2988
SH;2017-07-22T23:00:00+02:00;543
SH;2017-07-22T04:00:00+02:00;310
SH;2017-07-22T22:00:00+02:00;911
SH;2017-07-22T02:00:00+02:00;135
SH;2017-07-28T10:00:00+02:00;6034
SH;2017-07-28T13:00:00+02:00;6805
SH;2017-07-28T18:00:00+02:00;3796
SH;2017-07-28T19:00:00+02:00;2855
SH;2017-07-29T14:00:00+02:00;4039
SH;2017-07-28T23:00:00+02:00;438
SH;2017-07-29T12:00:00+02:00;4155
SH;2017-07-28T22:00:00+02:00;709
TG;2017-07-26T09:00:00+02:00;20776
TG;2017-07-26T16:00:00+02:00;19446
TG;2017-07-26T17:00:00+02:00;14901
TG;2017-07-26T06:00:00+02:00;11052
TG;2017-07-26T19:00:00+02:00;8830
TG;2017-07-26T00:00:00+02:00;380
TG;2017-07-26T22:00:00+02:00;1360
TG;2017-07-27T00:00:00+02:00;438
AI;2017-07-20T21:00:00+02:00;118
AI;2017-07-21T08:00:00+02:00;1191
AI;2017-07-21T09:00:00+02:00;1239
AI;2017-07-21T13:00:00+02:00;969
AI;2017-07-21T12:00:00+02:00;881
AI;2017-07-21T01:00:00+02:00;6
AI;2017-07-21T02:00:00+02:00;2
AI;2017-07-21T16:00:00+02:00;1055
AI;2017-07-21T17:00:00+02:00;869
AI;2017-07-22T06:00:00+02:00;335
AI;2017-07-22T08:00:00+02:00;765
AI;2017-07-22T15:00:00+02:00;666
AI;2017-07-21T19:00:00+02:00;371
AI;2017-07-22T03:00:00+02:00;27
AI;2017-07-22T10:00:00+02:00;805
AI;2017-07-22T12:00:00+02:00;648
AI;2017-07-22T01:00:00+02:00;11
AI;2017-07-19T08:00:00+02:00;1307
AI;2017-07-19T09:00:00+02:00;1270
AI;2017-07-19T13:00:00+02:00;1016
AI;2017-07-19T11:00:00+02:00;854
AI;2017-07-19T18:00:00+02:00;700
AI;2017-07-19T19:00:00+02:00;400
AI;2017-07-19T20:00:00+02:00;176
AI;2017-07-20T00:00:00+02:00;10
AI;2017-07-20T03:00:00+02:00;18
AI;2017-07-20T04:00:00+02:00;71
AI;2017-07-24T08:00:00+02:00;872
AI;2017-07-24T09:00:00+02:00;930
AI;2017-07-24T03:00:00+02:00;18
AI;2017-07-23T19:00:00+02:00;281
AI;2017-07-23T01:00:00+02:00;21
AI;2017-07-23T04:00:00+02:00;13
AI;2017-07-23T05:00:00+02:00;82
AI;2017-07-24T00:00:00+02:00;12
AI;2017-07-22T22:00:00+02:00;99
AI;2017-07-23T02:00:00+02:00;10
AI;2017-07-24T11:00:00+02:00;634
AI;2017-07-24T18:00:00+02:00;484
AI;2017-07-24T19:00:00+02:00;329
AI;2017-07-25T05:00:00+02:00;185
AI;2017-07-25T07:00:00+02:00;769
AI;2017-07-25T17:00:00+02:00;690
AI;2017-07-24T12:00:00+02:00;721
AI;2017-07-25T03:00:00+02:00;15
AI;2017-07-25T10:00:00+02:00;750
AI;2017-07-25T12:00:00+02:00;890
AI;2017-07-30T19:00:00+02:00;300
AI;2017-07-29T20:00:00+02:00;220
BS;2017-07-28T04:00:00+02:00;1877
BS;2017-07-28T20:00:00+02:00;9461
BS;2017-07-29T08:00:00+02:00;10259
BS;2017-07-30T15:00:00+02:00;10373
BS;2017-07-30T05:00:00+02:00;1196
BS;2017-07-28T23:00:00+02:00;2690
BS;2017-07-29T00:00:00+02:00;1928
BS;2017-07-29T07:00:00+02:00;7130
BS;2017-07-29T19:00:00+02:00;9056
BS;2017-07-29T21:00:00+02:00;6376
BS;2017-07-29T23:00:00+02:00;3518
BS;2017-07-28T03:00:00+02:00;836
LU;2017-07-01T09:00:00+02:00;36216
LU;2017-07-01T11:00:00+02:00;34595
LU;2017-07-01T16:00:00+02:00;27457
LU;2017-07-01T17:00:00+02:00;24039
LU;2017-07-01T18:00:00+02:00;20478
LU;2017-07-02T08:00:00+02:00;12460
LI;2017-07-31T10:00:00+02:00;2132
LI;2017-07-31T22:00:00+02:00;139
LI;2017-07-31T23:00:00+02:00;84
BS;2017-07-30T09:00:00+02:00;8045
BS;2017-07-30T07:00:00+02:00;3904
LI;2017-07-31T14:00:00+02:00;2372
LI;2017-07-31T15:00:00+02:00;2340
LI;2017-07-31T17:00:00+02:00;1639
LI;2017-07-31T18:00:00+02:00;1114
LU;2017-07-01T00:00:00+02:00;1210
LU;2017-07-01T01:00:00+02:00;2199
LU;2017-07-01T04:00:00+02:00;1996
BS;2017-07-30T12:00:00+02:00;9437
LU;2017-07-30T09:00:00+02:00;15271
LU;2017-07-29T18:00:00+02:00;18030
LU;2017-07-29T16:00:00+02:00;22022
LU;2017-07-29T20:00:00+02:00;11537
LU;2017-07-30T14:00:00+02:00;15238
LU;2017-07-02T05:00:00+02:00;2329
LU;2017-07-01T12:00:00+02:00;33719
LU;2017-07-29T12:00:00+02:00;24532
NE;2017-07-06T15:00:00+02:00;29208
NE;2017-07-03T11:00:00+02:00;22500
NE;2017-07-03T16:00:00+02:00;27510
NE;2017-07-05T20:00:00+02:00;7749
NE;2017-07-05T21:00:00+02:00;4533
NE;2017-07-05T23:00:00+02:00;1148
NE;2017-07-06T04:00:00+02:00;1561
NE;2017-07-06T00:00:00+02:00;736
LU;2017-07-25T11:00:00+02:00;32616
LU;2017-07-25T16:00:00+02:00;39124
LU;2017-07-25T17:00:00+02:00;30373
LU;2017-07-25T20:00:00+02:00;10512
LU;2017-07-26T08:00:00+02:00;41785
LU;2017-07-25T10:00:00+02:00;35461
LU;2017-07-25T18:00:00+02:00;22854
LU;2017-07-25T12:00:00+02:00;40273
LU;2017-07-25T21:00:00+02:00;5671
NE;2017-07-19T23:00:00+02:00;908
NE;2017-07-18T08:00:00+02:00;23560
NE;2017-07-18T14:00:00+02:00;22734
NE;2017-07-18T15:00:00+02:00;23223
NE;2017-07-17T20:00:00+02:00;6101
NE;2017-07-18T05:00:00+02:00;4263
NE;2017-07-18T12:00:00+02:00;21225
NE;2017-07-18T19:00:00+02:00;9036
NE;2017-07-18T01:00:00+02:00;522
NE;2017-07-18T03:00:00+02:00;566
NE;2017-07-01T02:00:00+02:00;1974
NE;2017-07-19T07:00:00+02:00;18558
NE;2017-07-19T15:00:00+02:00;21955
NE;2017-07-20T07:00:00+02:00;16643
NE;2017-07-20T08:00:00+02:00;21687
NE;2017-07-20T09:00:00+02:00;23806
NE;2017-07-20T10:00:00+02:00;21252
NE;2017-07-18T20:00:00+02:00;6597
NE;2017-07-19T03:00:00+02:00;535
NE;2017-07-19T00:00:00+02:00;804
NE;2017-07-18T02:00:00+02:00;475
LU;2017-07-28T11:00:00+02:00;33833
LU;2017-07-28T13:00:00+02:00;41260
LU;2017-07-28T17:00:00+02:00;31607
LU;2017-07-28T19:00:00+02:00;18482
LU;2017-07-28T20:00:00+02:00;12985
NE;2017-07-03T00:00:00+02:00;715
NE;2017-07-03T03:00:00+02:00;592
LU;2017-07-30T18:00:00+02:00;16517
LU;2017-07-30T19:00:00+02:00;13571
LU;2017-07-31T11:00:00+02:00;32291
LU;2017-07-31T14:00:00+02:00;38264
LU;2017-07-30T17:00:00+02:00;17289
NE;2017-07-01T00:00:00+02:00;1817
NE;2017-07-01T06:00:00+02:00;4598
LU;2017-07-31T00:00:00+02:00;760
LU;2017-07-31T22:00:00+02:00;4923
NE;2017-07-21T02:00:00+02:00;489
LU;2017-07-26T10:00:00+02:00;34885
NE;2017-07-20T14:00:00+02:00;19714
NE;2017-07-21T09:00:00+02:00;23698
NE;2017-07-21T10:00:00+02:00;21331
NE;2017-07-20T21:00:00+02:00;3425
NE;2017-07-21T05:00:00+02:00;3689
UR;2017-07-07T04:00:00+02:00;449
UR;2017-07-07T07:00:00+02:00;4463
UR;2017-07-07T08:00:00+02:00;4495
UR;2017-07-07T09:00:00+02:00;3773
UR;2017-07-08T01:00:00+02:00;314
UR;2017-07-08T03:00:00+02:00;319
UR;2017-07-08T05:00:00+02:00;913
UR;2017-07-08T06:00:00+02:00;1869
UR;2017-07-08T09:00:00+02:00;4111
UR;2017-07-08T10:00:00+02:00;3910
UR;2017-07-08T11:00:00+02:00;3587
UR;2017-07-08T17:00:00+02:00;3785
UR;2017-07-08T19:00:00+02:00;2135
UR;2017-07-08T20:00:00+02:00;1342
UR;2017-07-08T23:00:00+02:00;437
UR;2017-07-09T04:00:00+02:00;429
UR;2017-07-09T08:00:00+02:00;2030
UR;2017-07-09T10:00:00+02:00;2414
UR;2017-07-09T11:00:00+02:00;2552
UR;2017-07-09T12:00:00+02:00;2401
UR;2017-07-09T14:00:00+02:00;2362
UR;2017-07-10T01:00:00+02:00;217
UR;2017-07-10T05:00:00+02:00;1426
UR;2017-07-10T06:00:00+02:00;3350
UR;2017-07-10T09:00:00+02:00;5377
UR;2017-07-10T10:00:00+02:00;4119
UR;2017-07-10T13:00:00+02:00;5124
UR;2017-07-10T17:00:00+02:00;3633
UR;2017-07-10T20:00:00+02:00;1047
UR;2017-07-10T22:00:00+02:00;193
UR;2017-07-11T03:00:00+02:00;122
UR;2017-07-11T08:00:00+02:00;5537
UR;2017-07-11T09:00:00+02:00;5262
UR;2017-07-11T13:00:00+02:00;4758
UR;2017-07-11T14:00:00+02:00;5047
UR;2017-07-11T15:00:00+02:00;5343
UR;2017-07-11T16:00:00+02:00;4580
UR;2017-07-11T19:00:00+02:00;2350
UR;2017-07-11T23:00:00+02:00;65
UR;2017-07-12T04:00:00+02:00;394
UR;2017-07-12T05:00:00+02:00;1480
UR;2017-07-12T10:00:00+02:00;4035
UR;2017-07-12T12:00:00+02:00;5071
UR;2017-07-12T14:00:00+02:00;5208
UR;2017-07-12T20:00:00+02:00;1162
UR;2017-07-13T01:00:00+02:00;37
UR;2017-07-13T02:00:00+02:00;78
UR;2017-07-13T03:00:00+02:00;140
UR;2017-07-13T05:00:00+02:00;1412
UR;2017-07-13T07:00:00+02:00;4407
UR;2017-07-13T09:00:00+02:00;5499
UR;2017-07-13T11:00:00+02:00;4391
UR;2017-07-13T12:00:00+02:00;5016
UR;2017-07-13T14:00:00+02:00;5214
UR;2017-07-13T15:00:00+02:00;5439
UR;2017-07-13T19:00:00+02:00;2236
UR;2017-07-13T20:00:00+02:00;1239
UR;2017-07-13T21:00:00+02:00;585
UR;2017-07-13T22:00:00+02:00;303
UR;2017-07-14T06:00:00+02:00;2950
UR;2017-07-14T07:00:00+02:00;4420
UR;2017-07-14T09:00:00+02:00;5850
UR;2017-07-14T11:00:00+02:00;4650
UR;2017-07-14T12:00:00+02:00;5638
UR;2017-07-14T15:00:00+02:00;5510
UR;2017-07-14T18:00:00+02:00;3429
UR;2017-07-14T21:00:00+02:00;814
UR;2017-07-14T23:00:00+02:00;298
UR;2017-07-15T05:00:00+02:00;751
UR;2017-07-15T08:00:00+02:00;3511
UR;2017-07-15T14:00:00+02:00;3200
UR;2017-07-15T15:00:00+02:00;3421
UR;2017-07-15T16:00:00+02:00;3252
UR;2017-07-15T18:00:00+02:00;2571
UR;2017-07-15T19:00:00+02:00;1903
UR;2017-07-16T00:00:00+02:00;429
UR;2017-07-16T01:00:00+02:00;304
UR;2017-07-16T05:00:00+02:00;354
UR;2017-07-16T07:00:00+02:00;1357
UR;2017-07-16T11:00:00+02:00;2385
UR;2017-07-16T17:00:00+02:00;2800
UR;2017-07-16T18:00:00+02:00;2867
UR;2017-07-17T01:00:00+02:00;82
UR;2017-07-17T03:00:00+02:00;156
UR;2017-07-17T08:00:00+02:00;5558
UR;2017-07-17T09:00:00+02:00;5762
UR;2017-07-17T11:00:00+02:00;4587
UR;2017-07-17T16:00:00+02:00;5166
UR;2017-07-17T18:00:00+02:00;3373
UR;2017-07-17T20:00:00+02:00;1381
UR;2017-07-18T02:00:00+02:00;127
UR;2017-07-18T03:00:00+02:00;119
UR;2017-07-18T07:00:00+02:00;4267
UR;2017-07-18T08:00:00+02:00;5107
UR;2017-07-18T12:00:00+02:00;4763
UR;2017-07-18T17:00:00+02:00;3627
UR;2017-07-18T19:00:00+02:00;2104
UR;2017-07-18T22:00:00+02:00;165
UR;2017-07-19T02:00:00+02:00;66
UR;2017-07-19T03:00:00+02:00;99
AI;2017-07-30T06:00:00+02:00;208
AI;2017-07-30T07:00:00+02:00;375
AI;2017-07-30T08:00:00+02:00;531
AI;2017-07-30T20:00:00+02:00;199
AI;2017-07-30T00:00:00+02:00;28
AI;2017-07-30T04:00:00+02:00;26
AI;2017-07-30T05:00:00+02:00;79
AI;2017-07-31T02:00:00+02:00;16
AI;2017-07-27T07:00:00+02:00;739
AI;2017-07-27T14:00:00+02:00;847
AI;2017-07-28T05:00:00+02:00;172
AI;2017-07-28T07:00:00+02:00;844
AI;2017-07-28T11:00:00+02:00;645
AI;2017-07-28T14:00:00+02:00;919
AI;2017-07-27T10:00:00+02:00;750
AI;2017-07-27T12:00:00+02:00;896
AI;2017-07-28T00:00:00+02:00;17
AI;2017-07-27T22:00:00+02:00;66
AI;2017-07-28T17:00:00+02:00;714
AI;2017-07-28T19:00:00+02:00;379
AI;2017-07-29T06:00:00+02:00;352
AI;2017-07-29T13:00:00+02:00;696
AI;2017-07-29T14:00:00+02:00;752
AI;2017-07-29T15:00:00+02:00;796
AI;2017-07-29T16:00:00+02:00;786
AI;2017-07-29T17:00:00+02:00;551
AI;2017-07-28T23:00:00+02:00;39
AI;2017-07-29T12:00:00+02:00;702
AR;2017-07-01T18:00:00+02:00;1642
AI;2017-07-26T15:00:00+02:00;1015
AI;2017-07-25T20:00:00+02:00;183
AI;2017-07-26T14:00:00+02:00;839
